phrase,frequency,seed_word,Volume,source_type,word_count,phrase_length,has_question_word,has_best_or_top,is_question_like,query_type,cluster_id_A,cluster_size,is_noise,cluster_label_B,cluster_id_B,direction_keyword
dress with code,1,code,6600,keyword_tool,3,15,False,False,False,normal,39,306,False,1,best_B1,Best
dyson coupon code,1,code,8100,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
dyson promo code,1,code,12100,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
edikted discount code,1,code,18100,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
eneba discount code,1,code,6600,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
etsy coupon code 2025,1,code,9900,keyword_tool,4,21,False,False,False,normal,39,306,False,0,best_B0,Best
evite coupon code,1,code,6600,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
evite promo code,1,code,9900,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
evry jewels discount code,1,code,8100,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
expedia coupon code promo code,1,code,6600,keyword_tool,5,30,False,False,False,normal,39,306,False,0,best_B0,Best
eyeconic promo code,1,code,5400,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
fabletics coupon code,1,code,8100,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
fabletics discount code,1,code,6600,keyword_tool,3,23,False,False,False,normal,39,306,False,0,best_B0,Best
fabletics promo code,1,code,12100,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
fanatics promo code,1,code,14800,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
fashion nova 30 percent discount code,1,code,6600,keyword_tool,6,37,False,False,False,normal,39,306,False,0,best_B0,Best
fashion nova codes,1,code,5400,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
fashion nova discount code,1,code,90500,keyword_tool,4,26,False,False,False,normal,39,306,False,0,best_B0,Best
fcp euro coupon code,1,code,5400,keyword_tool,4,20,False,False,False,normal,39,306,False,0,best_B0,Best
figs coupon code,1,code,5400,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
figs discount code,1,code,27100,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
five guys promo code,1,code,9900,keyword_tool,4,20,False,False,False,normal,39,306,False,0,best_B0,Best
fiverr promo code,1,code,5400,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
foot locker promo code,1,code,12100,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
free people discount code,1,code,9900,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
frontier airlines promo code,1,code,12100,keyword_tool,4,28,False,False,False,normal,39,306,False,0,best_B0,Best
frost buddy discount code,1,code,5400,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
ftd promo code,1,code,5400,keyword_tool,3,14,False,False,False,normal,39,306,False,0,best_B0,Best
g2a discount code,1,code,8100,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
gametime coupon code,1,code,5400,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
gametime promo code,1,code,9900,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
garage coupon code,1,code,5400,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
garmin discount code,1,code,8100,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
get your guide promo code,1,code,6600,keyword_tool,5,25,False,False,False,normal,39,306,False,0,best_B0,Best
goldbelly promo code,1,code,8100,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
google workspace promo code,1,code,5400,keyword_tool,4,27,False,False,False,normal,39,306,False,0,best_B0,Best
gooseberry discount code,1,code,8100,keyword_tool,3,24,False,False,False,normal,39,306,False,0,best_B0,Best
gorjana discount code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
guitar center codes coupons,1,code,5400,keyword_tool,4,27,False,False,False,normal,39,306,False,0,best_B0,Best
guitar center coupon code,1,code,12100,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
guitar center discount code,1,code,8100,keyword_tool,4,27,False,False,False,normal,39,306,False,0,best_B0,Best
h&m discount code,1,code,14800,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
halara coupon code,1,code,14800,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
hanna andersson promo code,1,code,8100,keyword_tool,4,26,False,False,False,normal,39,306,False,0,best_B0,Best
happy mammoth discount code,1,code,12100,keyword_tool,4,27,False,False,False,normal,39,306,False,0,best_B0,Best
hello molly discount code,1,code,5400,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
hexclad discount code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
hoka coupon code,1,code,18100,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
hoka discount code,1,code,9900,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
honeylove discount code,1,code,6600,keyword_tool,3,23,False,False,False,normal,39,306,False,0,best_B0,Best
hostinger coupon code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
hsn coupon code,1,code,5400,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
huckberry promo code,1,code,5400,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
hungry howie's promo code,1,code,5400,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
iherb discount code,1,code,8100,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
iin discount code,1,code,6600,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
ikea coupon code,1,code,9900,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
ikon pass promo code,1,code,5400,keyword_tool,4,20,False,False,False,normal,39,306,False,0,best_B0,Best
instacart promo code,1,code,40500,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
j crew coupon promo code,1,code,8100,keyword_tool,5,24,False,False,False,normal,39,306,False,0,best_B0,Best
j crew promo code,1,code,6600,keyword_tool,4,17,False,False,False,normal,39,306,False,0,best_B0,Best
jack in the box promo codes,1,code,8100,keyword_tool,6,27,False,False,False,normal,39,306,False,0,best_B0,Best
janie and jack promo code,1,code,6600,keyword_tool,5,25,False,False,False,normal,39,306,False,0,best_B0,Best
jellycat coupon code,1,code,5400,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
jellycat promo code,1,code,9900,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
jersey mike's coupon code,1,code,5400,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
jet's pizza promo code,1,code,5400,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
jimmy johns promo code,1,code,22200,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
jomashop coupon codes,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
jomashop discount code,1,code,8100,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
jostens discount code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
jostens promo code,1,code,6600,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
journeys discount code,1,code,5400,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
journeys promo code,1,code,8100,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
kendra scott coupon code,1,code,5400,keyword_tool,4,24,False,False,False,normal,39,306,False,0,best_B0,Best
kuhl promo code,1,code,5400,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
lifetouch coupon code,1,code,22200,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
little sleepies coupon code,1,code,6600,keyword_tool,4,27,False,False,False,normal,39,306,False,0,best_B0,Best
lmnt discount code,1,code,6600,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
lowes promo codes,1,code,6600,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
lululemon coupon code,1,code,9900,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
lyft discount code,1,code,5400,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
lyft promo code,1,code,27100,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
madewell coupon code,1,code,8100,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
madewell promo code,1,code,9900,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
mandala scrubs discount code,1,code,8100,keyword_tool,4,28,False,False,False,normal,39,306,False,0,best_B0,Best
mango discount code,1,code,5400,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
mango promo code,1,code,6600,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
manscaped discount code,1,code,5400,keyword_tool,3,23,False,False,False,normal,39,306,False,0,best_B0,Best
marcos coupon code,1,code,12100,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
mercari coupon code,1,code,8100,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
mercari coupon codes,1,code,8100,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
mercari discount code,1,code,9900,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
mercari promo code,1,code,6600,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
meshki discount code,1,code,6600,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
michael kors coupon code,1,code,5400,keyword_tool,4,24,False,False,False,normal,39,306,False,0,best_B0,Best
mint mobile promo code,1,code,9900,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
minted promo code,1,code,8100,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
mixtiles coupon code,1,code,5400,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
mixtiles promo code,1,code,9900,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
mypillow promo code,1,code,6600,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
neiman marcus coupon code,1,code,6600,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
nespresso coupon code,1,code,22200,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
nespresso discount code,1,code,6600,keyword_tool,3,23,False,False,False,normal,39,306,False,0,best_B0,Best
netflix promo code,1,code,6600,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
new balance coupon code,1,code,8100,keyword_tool,4,23,False,False,False,normal,39,306,False,0,best_B0,Best
new dress to impress codes,1,code,12100,keyword_tool,5,26,False,False,False,normal,39,306,False,1,best_B1,Best
new era discount code,1,code,8100,keyword_tool,4,21,False,False,False,normal,39,306,False,0,best_B0,Best
nordstrom rack coupon code,1,code,8100,keyword_tool,4,26,False,False,False,normal,39,306,False,0,best_B0,Best
northern tool promo code,2,code,13200,keyword_tool,4,24,False,False,False,normal,39,306,False,0,best_B0,Best
nutrafol discount code,1,code,8100,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
nuuly promo code,1,code,14800,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
oh polly discount code,1,code,18100,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
oh polly voucher code,1,code,5400,keyword_tool,4,21,False,False,False,normal,39,306,False,0,best_B0,Best
on cloud discount code,1,code,12100,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
on cloud promo code,1,code,8100,keyword_tool,4,19,False,False,False,normal,39,306,False,0,best_B0,Best
ortho feet discount code,1,code,9900,keyword_tool,4,24,False,False,False,normal,39,306,False,0,best_B0,Best
orthofeet discount code,1,code,12100,keyword_tool,3,23,False,False,False,normal,39,306,False,0,best_B0,Best
owala coupon code,1,code,5400,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
owala discount code,1,code,14800,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
pacsun coupon code,1,code,9900,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
panda express coupon code,1,code,18100,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
panda express online promo code,1,code,6600,keyword_tool,5,31,False,False,False,normal,39,306,False,0,best_B0,Best
panda express promo code,1,code,12100,keyword_tool,4,24,False,False,False,normal,39,306,False,0,best_B0,Best
pandora discount code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
paramount plus coupon code,1,code,5400,keyword_tool,4,26,False,False,False,normal,39,306,False,0,best_B0,Best
parkwhiz discount code,1,code,5400,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
parkwhiz promo code,1,code,5400,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
parts geek coupon code,1,code,6600,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
pepboy promo code,1,code,6600,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
peppermayo discount code,1,code,5400,keyword_tool,3,24,False,False,False,normal,39,306,False,0,best_B0,Best
personalization mall coupon code,1,code,9900,keyword_tool,4,32,False,False,False,normal,39,306,False,0,best_B0,Best
postmates promo code,1,code,18100,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
pottery barn coupon code,1,code,9900,keyword_tool,4,24,False,False,False,normal,39,306,False,0,best_B0,Best
priceline coupon code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
primally pure discount code,1,code,6600,keyword_tool,4,27,False,False,False,normal,39,306,False,0,best_B0,Best
princess polly discount code,1,code,6600,keyword_tool,4,28,False,False,False,normal,39,306,False,0,best_B0,Best
princess polly promo code,1,code,6600,keyword_tool,4,25,False,False,False,normal,39,306,False,0,best_B0,Best
promo code for zazzle invitations,1,code,9900,keyword_tool,5,33,False,False,False,normal,39,306,False,0,best_B0,Best
ps code discount,1,code,5400,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
puma discount code,1,code,8100,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
qatar airways promo code,1,code,5400,keyword_tool,4,24,False,False,False,normal,39,306,False,0,best_B0,Best
quince discount code,1,code,33100,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
rally house promo code,1,code,6600,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
redbubble coupon codes,1,code,5400,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
reformation coupon code,1,code,5400,keyword_tool,3,23,False,False,False,normal,39,306,False,0,best_B0,Best
reformation promo code,1,code,6600,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
regal coupon code,1,code,5400,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
regal discount code,1,code,5400,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
regal promo code,1,code,8100,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
retro style dress to impress,1,style,5400,keyword_tool,5,28,False,False,False,normal,39,306,False,1,best_B1,Best
revival rugs discount code,1,code,5400,keyword_tool,4,26,False,False,False,normal,39,306,False,0,best_B0,Best
revolve coupon code,1,code,12100,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
revolve discount code,1,code,12100,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
rhoback discount code,1,code,8100,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
rock auto discount code,1,code,5400,keyword_tool,4,23,False,False,False,normal,39,306,False,0,best_B0,Best
rockauto discount code,1,code,33100,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
rover promo code,1,code,6600,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
rtic promo code,1,code,8100,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
safelite promo code,1,code,22200,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
sally beauty promo code,1,code,5400,keyword_tool,4,23,False,False,False,normal,39,306,False,0,best_B0,Best
scheels discount code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
seat geek promo code,1,code,8100,keyword_tool,4,20,False,False,False,normal,39,306,False,0,best_B0,Best
seatgeek promo code,1,code,60500,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
seatgeek promo codes,1,code,8100,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
semi formal dress code,1,code,5400,keyword_tool,4,22,False,False,False,normal,39,306,False,1,best_B1,Best
shein coupon code,1,code,165000,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
skims coupon code,1,code,8100,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
skims discount code,1,code,33100,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
skims promo code,1,code,8100,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
sling promo code,1,code,8100,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
smart casual dress code,1,code,27100,keyword_tool,4,23,False,False,False,normal,39,306,False,1,best_B1,Best
snipes promo code,1,code,6600,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
soma coupon code,1,code,5400,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
spoonful of comfort coupon code,1,code,5400,keyword_tool,5,31,False,False,False,normal,39,306,False,0,best_B0,Best
spoonful of comfort promo code,1,code,5400,keyword_tool,5,30,False,False,False,normal,39,306,False,0,best_B0,Best
spot hero promo code,1,code,5400,keyword_tool,4,20,False,False,False,normal,39,306,False,0,best_B0,Best
stanley coupon code,1,code,6600,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
stanley discount code,1,code,9900,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
stitch fix promo code,1,code,6600,keyword_tool,4,21,False,False,False,normal,39,306,False,0,best_B0,Best
stockx promo code,1,code,5400,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
stubhub promo code,1,code,9900,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
subway footlong promo code,1,code,9900,keyword_tool,4,26,False,False,False,normal,39,306,False,0,best_B0,Best
taco bell coupon code,1,code,5400,keyword_tool,4,21,False,False,False,normal,39,306,False,0,best_B0,Best
target coupon code,1,code,14800,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
taskrabbit promo code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
taxslayer promo code,1,code,6600,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
teepublic coupon code,1,code,8100,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
texas roadhouse coupon code,1,code,12100,keyword_tool,4,27,False,False,False,normal,39,306,False,0,best_B0,Best
the ordinary promo code,1,code,8100,keyword_tool,4,23,False,False,False,normal,39,306,False,0,best_B0,Best
the real real promo code,1,code,5400,keyword_tool,5,24,False,False,False,normal,39,306,False,0,best_B0,Best
thriftbooks promo code,1,code,8100,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
tickpick promo code,1,code,8100,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
tik tok promo code,1,code,5400,keyword_tool,4,18,False,False,False,normal,39,306,False,0,best_B0,Best
tiktok promo code,1,code,18100,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
tiktok promo codes,1,code,6600,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
tiktok shop promo code,1,code,40500,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
tiktok shop promo codes,1,code,8100,keyword_tool,4,23,False,False,False,normal,39,306,False,0,best_B0,Best
timberland promo code,1,code,8100,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
topstep promo code,1,code,5400,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
tory burch promo code,1,code,6600,keyword_tool,4,21,False,False,False,normal,39,306,False,0,best_B0,Best
tropical smoothie promo code,1,code,6600,keyword_tool,4,28,False,False,False,normal,39,306,False,0,best_B0,Best
true classic discount code,1,code,5400,keyword_tool,4,26,False,False,False,normal,39,306,False,0,best_B0,Best
tuckernuck promo code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
turo coupon code,1,code,6600,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
uber eats promo code for existing users,1,code,5400,keyword_tool,7,39,False,False,False,normal,39,306,False,0,best_B0,Best
uber eats promo codes for existing users,1,code,12100,keyword_tool,7,40,False,False,False,normal,39,306,False,0,best_B0,Best
uhaul discount code,1,code,27100,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
under armour coupon code,1,code,6600,keyword_tool,4,24,False,False,False,normal,39,306,False,0,best_B0,Best
underdog promo code,1,code,6600,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
ups coupon code,1,code,5400,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
upside promo code,1,code,5400,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
urban air promo code,1,code,8100,keyword_tool,4,20,False,False,False,normal,39,306,False,0,best_B0,Best
usps coupon code,1,code,6600,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
uworld discount code,1,code,5400,keyword_tool,3,20,False,False,False,normal,39,306,False,0,best_B0,Best
viator coupon code,1,code,12100,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
victoria secret coupons promo codes,1,code,6600,keyword_tool,5,35,False,False,False,normal,39,306,False,0,best_B0,Best
vivid seats coupon code,1,code,6600,keyword_tool,4,23,False,False,False,normal,39,306,False,0,best_B0,Best
vivid seats promo code,1,code,22200,keyword_tool,4,22,False,False,False,normal,39,306,False,0,best_B0,Best
vivid seats promotion code,1,code,6600,keyword_tool,4,26,False,False,False,normal,39,306,False,0,best_B0,Best
vuori coupon code,1,code,9900,keyword_tool,3,17,False,False,False,normal,39,306,False,0,best_B0,Best
vuori discount code,1,code,18100,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
wayfair promo codes,1,code,5400,keyword_tool,3,19,False,False,False,normal,39,306,False,0,best_B0,Best
wedding dress code for mens,1,code,6600,keyword_tool,5,27,False,False,False,normal,39,306,False,1,best_B1,Best
wedding dress codes,1,code,6600,keyword_tool,3,19,False,False,False,normal,39,306,False,1,best_B1,Best
west elm coupon code,1,code,12100,keyword_tool,4,20,False,False,False,normal,39,306,False,0,best_B0,Best
white fox discount code,1,code,8100,keyword_tool,4,23,False,False,False,normal,39,306,False,0,best_B0,Best
wingstop discount code,1,code,12100,keyword_tool,3,22,False,False,False,normal,39,306,False,0,best_B0,Best
wix promo code,1,code,5400,keyword_tool,3,14,False,False,False,normal,39,306,False,0,best_B0,Best
yoox promo code,1,code,5400,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
youtooz discount code,1,code,8100,keyword_tool,3,21,False,False,False,normal,39,306,False,0,best_B0,Best
youtube tv promo code,1,code,27100,keyword_tool,4,21,False,False,False,normal,39,306,False,0,best_B0,Best
zappos coupon code,1,code,14800,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
zara promo code,1,code,5400,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
zazzle coupon code,1,code,12100,keyword_tool,3,18,False,False,False,normal,39,306,False,0,best_B0,Best
zola promo code,1,code,5400,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
zoro coupon code,1,code,5400,keyword_tool,3,16,False,False,False,normal,39,306,False,0,best_B0,Best
zoro promo code,1,code,5400,keyword_tool,3,15,False,False,False,normal,39,306,False,0,best_B0,Best
beef cuts best,1,Best,9900,keyword_tool,3,14,False,True,False,best_list,35,92,False,-1,best_B-1,Best
best egg laying chickens,1,Best,6600,keyword_tool,4,24,False,True,False,best_list,35,92,False,-1,best_B-1,Best
best egg loan,1,Best,33100,keyword_tool,3,13,False,True,False,best_list,35,92,False,-1,best_B-1,Best
best steak cuts,1,Best,6600,keyword_tool,3,15,False,True,False,best_list,35,92,False,-1,best_B-1,Best
best steak seasoning,1,Best,8100,keyword_tool,3,20,False,True,False,best_list,35,92,False,-1,best_B-1,Best
best way to reheat steak,1,Best,14800,keyword_tool,5,24,False,True,False,best_list,35,92,False,-1,best_B-1,Best
country style ribs recipe,1,style,6600,keyword_tool,4,25,False,False,False,normal,35,92,False,-1,best_B-1,Best
egg cooking styles,1,style,6600,keyword_tool,3,18,False,False,False,normal,35,92,False,-1,best_B-1,Best
eggland's best eggs,1,Best,5400,keyword_tool,3,19,False,True,False,best_list,35,92,False,-1,best_B-1,Best
how long do potatoes take to boil,1,How-to,8100,keyword_tool,7,33,True,False,True,question,35,92,False,2,best_B2,Best
how long does it take to boil chicken,1,How-to,9900,keyword_tool,8,37,True,False,True,question,35,92,False,0,best_B0,Best
how long does it take to boil eggs,1,How-to,18100,keyword_tool,8,34,True,False,True,question,35,92,False,0,best_B0,Best
how long does it take to smoke a turkey,1,How-to,5400,keyword_tool,9,39,True,False,True,question,35,92,False,-1,best_B-1,Best
how long to air fry chicken thighs,1,How-to,8100,keyword_tool,7,34,True,False,True,question,35,92,False,0,best_B0,Best
how long to bake chicken drumsticks,1,How-to,5400,keyword_tool,6,35,True,False,True,question,35,92,False,0,best_B0,Best
how long to bake chicken legs,1,How-to,9900,keyword_tool,6,29,True,False,True,question,35,92,False,0,best_B0,Best
how long to bake chicken tenderloins,1,How-to,5400,keyword_tool,6,36,True,False,True,question,35,92,False,0,best_B0,Best
how long to bake ribs in oven,1,How-to,5400,keyword_tool,7,29,True,False,True,question,35,92,False,1,best_B1,Best
how long to boil an egg,1,How-to,12100,keyword_tool,6,23,True,False,True,question,35,92,False,0,best_B0,Best
how long to boil broccoli,1,How-to,12100,keyword_tool,5,25,True,False,True,question,35,92,False,0,best_B0,Best
how long to boil chicken,1,How-to,14800,keyword_tool,5,24,True,False,True,question,35,92,False,0,best_B0,Best
how long to boil chicken breast,1,How-to,33100,keyword_tool,6,31,True,False,True,question,35,92,False,0,best_B0,Best
how long to boil chicken thighs,1,How-to,8100,keyword_tool,6,31,True,False,True,question,35,92,False,0,best_B0,Best
how long to boil shrimp,1,How-to,12100,keyword_tool,5,23,True,False,True,question,35,92,False,0,best_B0,Best
how long to boil sweet potatoes,1,How-to,8100,keyword_tool,6,31,True,False,True,question,35,92,False,2,best_B2,Best
how long to cook a baked potato,1,How-to,5400,keyword_tool,7,31,True,False,True,question,35,92,False,2,best_B2,Best
how long to cook chicken drumsticks in oven,1,How-to,6600,keyword_tool,8,43,True,False,True,question,35,92,False,0,best_B0,Best
how long to cook chicken legs in oven,1,How-to,8100,keyword_tool,8,37,True,False,True,question,35,92,False,0,best_B0,Best
how long to cook chicken thighs,1,How-to,8100,keyword_tool,6,31,True,False,True,question,35,92,False,0,best_B0,Best
how long to cook chicken wings in oven,1,How-to,12100,keyword_tool,8,38,True,False,True,question,35,92,False,0,best_B0,Best
