phrase,frequency,seed_word,Volume,source_type,word_count,phrase_length,has_question_word,has_best_or_top,is_question_like,query_type,cluster_id_A,cluster_size,is_noise
sneak peek gender test,1,tester,14800,keyword_tool,4,22,False,False,False,normal,-1,3786,True
snip tool shortcut,1,tool,5400,keyword_tool,3,18,False,False,False,normal,-1,3786,True
snipes promo code,1,code,6600,keyword_tool,3,17,False,False,False,normal,39,306,False
snipping tool mac,1,tool,14800,keyword_tool,3,17,False,False,False,normal,-1,3786,True
snipping tool shortcut key,1,tool,8100,keyword_tool,4,26,False,False,False,normal,-1,3786,True
snoopy stuffed animal,1,anime,5400,keyword_tool,3,21,False,False,False,normal,48,36,False
snowflake template,1,template,5400,keyword_tool,2,18,False,False,False,normal,-1,3786,True
soap calculator,1,calculator,6600,keyword_tool,2,15,False,False,False,normal,-1,3786,True
sobriety calculator,1,calculator,6600,keyword_tool,2,19,False,False,False,normal,-1,3786,True
sod calculator,1,calculator,5400,keyword_tool,2,14,False,False,False,normal,-1,3786,True
soil calculator,1,calculator,12100,keyword_tool,2,15,False,False,False,normal,23,58,False
soil ph test kit,1,tester,6600,keyword_tool,4,16,False,False,False,normal,12,13,False
soil ph tester,1,tester,5400,keyword_tool,3,14,False,False,False,normal,12,13,False
solar panel calculator,1,calculator,6600,keyword_tool,3,22,False,False,False,normal,-1,3786,True
soma coupon code,1,code,5400,keyword_tool,3,16,False,False,False,normal,39,306,False
song about george strait songs,1,song,6600,keyword_tool,5,30,False,False,False,normal,-1,3786,True
song birds,1,song,5400,keyword_tool,2,10,False,False,False,normal,-1,3786,True
song id,1,song,6600,keyword_tool,2,7,False,False,False,normal,-1,3786,True
song name generator,2,generator,10800,keyword_tool,3,19,False,False,False,normal,-1,3786,True
song old song,1,song,9900,keyword_tool,3,13,False,False,False,normal,-1,3786,True
song pt,1,song,6600,keyword_tool,2,7,False,False,False,normal,-1,3786,True
song select,1,song,22200,keyword_tool,2,11,False,False,False,normal,-1,3786,True
song slide to the left,1,song,5400,keyword_tool,5,22,False,False,False,normal,-1,3786,True
song step to the left,1,song,8100,keyword_tool,5,21,False,False,False,normal,-1,3786,True
song thinking out loud by ed sheeran,1,song,6600,keyword_tool,7,36,False,False,False,normal,-1,3786,True
songs about ariana grande,1,song,6600,keyword_tool,4,25,False,False,False,normal,-1,3786,True
songs about bob dylan,1,song,9900,keyword_tool,4,21,False,False,False,normal,-1,3786,True
songs about bruce springsteen,1,song,6600,keyword_tool,4,29,False,False,False,normal,-1,3786,True
songs about family,1,song,5400,keyword_tool,3,18,False,False,False,normal,25,16,False
songs about frank sinatra,1,song,9900,keyword_tool,4,25,False,False,False,normal,-1,3786,True
songs about friendship,1,song,14800,keyword_tool,3,22,False,False,False,normal,25,16,False
songs about prince,1,song,6600,keyword_tool,3,18,False,False,False,normal,-1,3786,True
songs by group chicago,1,song,9900,keyword_tool,4,22,False,False,False,normal,-1,3786,True
songs christmas songs,1,song,12100,keyword_tool,3,21,False,False,False,normal,31,18,False
songs download christmas,1,song,5400,keyword_tool,3,24,False,False,False,normal,31,18,False
songs for good,1,song,5400,keyword_tool,3,14,False,False,False,normal,33,13,False
songs in the bar,1,song,18100,keyword_tool,4,16,False,False,False,normal,-1,3786,True
sonic action figures,2,action,10800,keyword_tool,3,20,False,False,False,normal,38,29,False
sonic ice maker,1,maker,9900,keyword_tool,3,15,False,False,False,normal,38,29,False
sonic tools,1,tool,5400,keyword_tool,2,11,False,False,False,normal,38,29,False
sophie rain spider man video,1,video,18100,keyword_tool,5,28,False,False,False,normal,-1,3786,True
sophie rain spiderman video,1,video,60500,keyword_tool,4,27,False,False,False,normal,-1,3786,True
sophie rain spiderman video oficial,1,video,8100,keyword_tool,5,35,False,False,False,normal,-1,3786,True
sound absorbing panels,1,sound,6600,keyword_tool,3,22,False,False,False,normal,-1,3786,True
sound bath near me,1,sound,12100,keyword_tool,4,18,False,False,False,normal,-1,3786,True
sound bowls,1,sound,5400,keyword_tool,2,11,False,False,False,normal,-1,3786,True
sound dampening curtains,1,sound,5400,keyword_tool,3,24,False,False,False,normal,-1,3786,True
sound dampening panels,1,sound,12100,keyword_tool,3,22,False,False,False,normal,-1,3786,True
sound deadening,1,sound,6600,keyword_tool,2,15,False,False,False,normal,-1,3786,True
sound deadening curtains,1,sound,5400,keyword_tool,3,24,False,False,False,normal,-1,3786,True
sound energy,1,sound,9900,keyword_tool,2,12,False,False,False,normal,-1,3786,True
sound physicians,1,sound,12100,keyword_tool,2,16,False,False,False,normal,-1,3786,True
sound transit,1,sound,22200,keyword_tool,2,13,False,False,False,normal,-1,3786,True
sounding rod,1,sound,14800,keyword_tool,2,12,False,False,False,normal,-1,3786,True
sounding rods,1,sound,8100,keyword_tool,2,13,False,False,False,normal,-1,3786,True
sounds good,1,sound,5400,keyword_tool,2,11,False,False,False,normal,-1,3786,True
sourdough starter kit,1,starter,14800,keyword_tool,3,21,False,False,False,normal,-1,3786,True
sourdough starter recipe,1,starter,74000,keyword_tool,3,24,False,False,False,normal,-1,3786,True
south carolina zip code,1,code,5400,keyword_tool,4,23,False,False,False,normal,-1,3786,True
south dakota area code 605,1,code,12100,keyword_tool,5,26,False,False,False,normal,42,502,False
southpark mall directory,1,directory,5400,keyword_tool,3,24,False,False,False,normal,-1,3786,True
space force logo,1,logo,5400,keyword_tool,3,16,False,False,False,normal,22,61,False
spaghetti strap tank top,1,top,6600,keyword_tool,4,24,False,True,False,best_list,-1,3786,True
spark plug gap tool,1,tool,14800,keyword_tool,4,19,False,False,False,normal,-1,3786,True
spark plug tester,1,tester,9900,keyword_tool,3,17,False,False,False,normal,13,18,False
sparkly top,1,top,5400,keyword_tool,2,11,False,True,False,best_list,-1,3786,True
speakeasy internet speed test,1,tester,8100,keyword_tool,4,29,False,False,False,normal,-1,3786,True
speakeasy speed test,1,tester,14800,keyword_tool,3,20,False,False,False,normal,-1,3786,True
specific gravity test for urine,1,tester,12100,keyword_tool,5,31,False,False,False,normal,-1,3786,True
speed calculator,1,calculator,9900,keyword_tool,2,16,False,False,False,normal,20,14,False
speed queen top load washer,1,top,6600,keyword_tool,5,27,False,True,False,best_list,-1,3786,True
spelling bee answers today,1,answer,49500,keyword_tool,4,26,False,False,False,normal,-1,3786,True
spider man action figure,2,action,16200,keyword_tool,4,24,False,False,False,normal,59,15,False
spider man action figures,2,action,10800,keyword_tool,4,25,False,False,False,normal,59,15,False
spiderman action figure,2,action,24200,keyword_tool,3,23,False,False,False,normal,59,15,False
spiderman action figures,2,action,10800,keyword_tool,3,24,False,False,False,normal,59,15,False
spiderman face,1,face,9900,keyword_tool,2,14,False,False,False,normal,59,15,False
spiderman face paint,1,face,5400,keyword_tool,3,20,False,False,False,normal,59,15,False
spiked codes,1,code,6600,keyword_tool,2,12,False,False,False,normal,-1,3786,True
spinning top,1,top,9900,keyword_tool,2,12,False,True,False,best_list,-1,3786,True
spinning top spinning top,1,top,6600,keyword_tool,4,25,False,True,False,best_list,-1,3786,True
spirit animal,1,anime,22200,keyword_tool,2,13,False,False,False,normal,-1,3786,True
spirit animal quiz,1,anime,22200,keyword_tool,3,18,False,False,False,normal,-1,3786,True
spirit animal test,2,anime,10800,keyword_tool,3,18,False,False,False,normal,-1,3786,True
spirit week ideas,1,ideas,8100,keyword_tool,3,17,False,False,False,normal,-1,3786,True
spoonful of comfort coupon code,1,code,5400,keyword_tool,5,31,False,False,False,normal,39,306,False
spoonful of comfort promo code,1,code,5400,keyword_tool,5,30,False,False,False,normal,39,306,False
spot hero promo code,1,code,5400,keyword_tool,4,20,False,False,False,normal,39,306,False
spotify song downloader,1,song,9900,keyword_tool,3,23,False,False,False,normal,-1,3786,True
spring compressor tool,1,tool,5400,keyword_tool,3,22,False,False,False,normal,-1,3786,True
spring nail designs,1,designer,22200,keyword_tool,3,19,False,False,False,normal,61,48,False
spruce street gehry building,1,builder,8100,keyword_tool,4,28,False,False,False,normal,-1,3786,True
square feet calculator,1,calculator,27100,keyword_tool,3,22,False,False,False,normal,-1,3786,True
square neck top,1,top,9900,keyword_tool,3,15,False,True,False,best_list,51,49,False
st francis prayer make me an instrument of your peace,1,maker,8100,keyword_tool,10,53,False,False,False,normal,-1,3786,True
st louis style ribs,1,style,9900,keyword_tool,4,19,False,False,False,normal,-1,3786,True
staar released test,1,tester,22200,keyword_tool,3,19,False,False,False,normal,-1,3786,True
staff directory,1,directory,6600,keyword_tool,2,15,False,False,False,normal,-1,3786,True
stagette party ideas,1,ideas,8100,keyword_tool,3,20,False,False,False,normal,-1,3786,True
stained glass patterns,1,pattern,5400,keyword_tool,3,22,False,False,False,normal,-1,3786,True
stainless steel coffee maker,1,maker,6600,keyword_tool,4,28,False,False,False,normal,-1,3786,True
stair calculator,1,calculator,22200,keyword_tool,2,16,False,False,False,normal,-1,3786,True
stanley coupon code,1,code,6600,keyword_tool,3,19,False,False,False,normal,39,306,False
stanley discount code,1,code,9900,keyword_tool,3,21,False,False,False,normal,39,306,False
starbucks calorie calculator,1,calculator,22200,keyword_tool,3,28,False,False,False,normal,-1,3786,True
stark varg top speed,1,top,9900,keyword_tool,4,20,False,True,False,best_list,-1,3786,True
start em sit em,1,starter,33100,keyword_tool,4,15,False,False,False,normal,-1,3786,True
start or sit,1,starter,9900,keyword_tool,3,12,False,False,False,normal,-1,3786,True
start sit fantasy football,1,starter,5400,keyword_tool,4,26,False,False,False,normal,-1,3786,True
starter fertilizer,1,starter,5400,keyword_tool,2,18,False,False,False,normal,-1,3786,True
starter fluid,1,starter,8100,keyword_tool,2,13,False,False,False,normal,-1,3786,True
starter locs,1,starter,18100,keyword_tool,2,12,False,False,False,normal,-1,3786,True
starter motor,1,starter,6600,keyword_tool,2,13,False,False,False,normal,-1,3786,True
starter relay,1,starter,5400,keyword_tool,2,13,False,False,False,normal,-1,3786,True
startful,1,starter,6600,keyword_tool,1,8,False,False,False,normal,-1,3786,True
starting charcoal with a chimney,1,starter,5400,keyword_tool,5,32,False,False,False,normal,-1,3786,True
starting fluid,1,starter,8100,keyword_tool,2,14,False,False,False,normal,-1,3786,True
state designated agency,1,designer,22200,keyword_tool,3,23,False,False,False,normal,-1,3786,True
steel building kits,1,builder,9900,keyword_tool,3,19,False,False,False,normal,-1,3786,True
stencil maker,1,maker,8100,keyword_tool,2,13,False,False,False,normal,-1,3786,True
stitch fix promo code,1,code,6600,keyword_tool,4,21,False,False,False,normal,39,306,False
stockholm style,1,style,6600,keyword_tool,2,15,False,False,False,normal,-1,3786,True
stocking stuffer ideas,1,ideas,18100,keyword_tool,3,22,False,False,False,normal,-1,3786,True
stockx promo code,1,code,5400,keyword_tool,3,17,False,False,False,normal,39,306,False
stone calculator,1,calculator,9900,keyword_tool,2,16,False,False,False,normal,23,58,False
stories tops,1,top,22200,keyword_tool,2,12,False,False,False,normal,-1,3786,True
story ideas,1,ideas,8100,keyword_tool,2,11,False,False,False,normal,-1,3786,True
stouffers stove top stuffing,1,top,5400,keyword_tool,4,28,False,True,False,best_list,-1,3786,True
stove top and range hood,1,top,6600,keyword_tool,5,24,False,True,False,best_list,-1,3786,True
stove top griddle,1,top,5400,keyword_tool,3,17,False,True,False,best_list,-1,3786,True
strapless top,1,top,8100,keyword_tool,2,13,False,True,False,best_list,-1,3786,True
strength calculator,1,calculator,14800,keyword_tool,2,19,False,False,False,normal,-1,3786,True
strengths examples,1,example,5400,keyword_tool,2,18,False,False,False,normal,-1,3786,True
streusel topping recipe,1,top,5400,keyword_tool,3,23,False,False,False,normal,-1,3786,True
stubhub promo code,1,code,9900,keyword_tool,3,18,False,False,False,normal,39,306,False
stud finder,1,finder,90500,keyword_tool,2,11,False,False,False,normal,-1,3786,True
student design kit,1,designer,8100,keyword_tool,3,18,False,False,False,normal,-1,3786,True
stuffed animal hammock,1,anime,8100,keyword_tool,3,22,False,False,False,normal,48,36,False
style me for christmas,1,style,6600,keyword_tool,4,22,False,False,False,normal,-1,3786,True
style medieval,1,style,9900,keyword_tool,2,14,False,False,False,normal,-1,3786,True
style seat,1,style,14800,keyword_tool,2,10,False,False,False,normal,-1,3786,True
styles for tattoos,1,style,5400,keyword_tool,3,18,False,False,False,normal,58,41,False
styles of business management,1,style,6600,keyword_tool,4,29,False,False,False,normal,-1,3786,True
styling powder,1,style,9900,keyword_tool,2,14,False,False,False,normal,-1,3786,True
sub kicker comp,1,composer,5400,keyword_tool,3,15,False,False,False,normal,-1,3786,True
subaru suv models,1,model,8100,keyword_tool,3,17,False,False,False,normal,27,18,False
substantial presence test,1,tester,8100,keyword_tool,3,25,False,False,False,normal,-1,3786,True
subway calorie calculator,1,calculator,12100,keyword_tool,3,25,False,False,False,normal,23,58,False
subway codes,1,code,18100,keyword_tool,2,12,False,False,False,normal,-1,3786,True
subway footlong promo code,1,code,9900,keyword_tool,4,26,False,False,False,normal,39,306,False
subway nutrition calculator,1,calculator,14800,keyword_tool,3,27,False,False,False,normal,23,58,False
subway toppings,1,top,6600,keyword_tool,2,15,False,False,False,normal,41,24,False
sudoku solver,1,solver,27100,keyword_tool,2,13,False,False,False,normal,-1,3786,True
summer bucket list ideas,1,ideas,5400,keyword_tool,4,24,False,False,False,normal,-1,3786,True
summer french tip nail designs,1,designer,8100,keyword_tool,5,30,False,False,False,normal,61,48,False
summer tops,1,top,22200,keyword_tool,2,11,False,False,False,normal,-1,3786,True
summoners war codes,1,code,8100,keyword_tool,3,19,False,False,False,normal,-1,3786,True
sunday dinner ideas,1,ideas,27100,keyword_tool,3,19,False,False,False,normal,60,37,False
sunset view,1,viewer,5400,keyword_tool,2,11,False,False,False,normal,-1,3786,True
suny old westbury portal,1,portal,6600,keyword_tool,4,24,False,False,False,normal,-1,3786,True
super start battery,1,starter,9900,keyword_tool,3,19,False,False,False,normal,-1,3786,True
supreme pizza toppings,1,top,8100,keyword_tool,3,22,False,False,False,normal,41,24,False
sur la table promo code,1,code,5400,keyword_tool,5,23,False,False,False,normal,-1,3786,True
suv with best gas mileage,1,Best,6600,keyword_tool,5,25,False,True,False,best_list,26,16,False
svn code management,1,code,8100,keyword_tool,3,19,False,False,False,normal,-1,3786,True
svn source code management,1,code,6600,keyword_tool,4,26,False,False,False,normal,-1,3786,True
swan song book,1,song,5400,keyword_tool,3,14,False,False,False,normal,-1,3786,True
sweet 16 ideas,1,ideas,6600,keyword_tool,3,14,False,False,False,normal,-1,3786,True
sweet 16 party ideas,1,ideas,9900,keyword_tool,4,20,False,False,False,normal,60,37,False
sweet pea embroidery designs,1,designer,6600,keyword_tool,4,28,False,False,False,normal,-1,3786,True
swift code,1,code,14800,keyword_tool,2,10,False,False,False,normal,-1,3786,True
synthetic division calculator,1,calculator,8100,keyword_tool,3,29,False,False,False,normal,-1,3786,True
systems of equations calculator,1,calculator,8100,keyword_tool,4,31,False,False,False,normal,-1,3786,True
